tag,JD,launch_date,launch_year,type,variant,mission,agency,state_code,category,agency_type
2005-036,2453622.41,9/8/05,2005,Proton-M/Briz-M,,Anik F1R,RU,RU,O,state
2005-050,2453729.71,12/25/05,2005,Proton-K/DM-2,,Uragan No. 798,RU,RU,O,state
2006-022,2453904.45,6/17/06,2006,Proton-K/DM-2M,DM3,Kazsat 78KS,RU,RU,O,state
2006-062,2454095.35,12/25/06,2006,Proton-K/DM-2,,Uragan-M No. 715,RU,RU,O,state
2007-052,2454399.82,10/26/07,2007,Proton-K/DM-2,,Uragan-M No. 718,RU,RU,O,state
2007-058,2454443.51,12/9/07,2007,Proton-M/Briz-M,,Globus-1M No. 11L,RU,RU,O,state
2007-065,2454460.31,12/25/07,2007,Proton-M/DM-2,,Uragan-M No. 721,RU,RU,O,state
2008-003,2454493.51,1/28/08,2008,Proton-M/Briz-M,,Ekspress AM-33,RU,RU,O,state
2008-033,2454644.5,6/26/08,2008,Proton-K/DM-2,,Oko-1 No. 7127,RU,RU,O,state
2008-046,2454734.87,9/25/08,2008,Proton-M/DM-2,,Uragan-M No. 724,RU,RU,O,state
2008-067,2454825.95,12/25/08,2008,Proton-M/DM-2,,Uragan-M No. 727,RU,RU,O,state
2009-007,2454873.5,2/11/09,2009,Proton-M/Briz-M,,Ekspress AM-44,RU,RU,O,state
2009-010,2454890.67,2/28/09,2009,Proton-K/DM-2,,Globus No. 18L,RU,RU,O,state
2009-070,2455179.94,12/14/09,2009,Proton-M/DM-2,,Uragan-M No. 730,RU,RU,O,state
2010-002,2455224.51,1/28/10,2010,Proton-M/Briz-M,,Globus-1M No. 12L?,RU,RU,O,state
2010-007,2455257.39,3/1/10,2010,Proton-M/DM-2,,Uragan-M No. 731,RU,RU,O,state
2010-041,2455441.54,9/2/10,2010,Proton-M/DM-2,,Uragan-M No. 736,RU,RU,O,state
2011-045,2455791.39,8/17/11,2011,Proton-M/Briz-M,,Ekspress AM-4,RU,RU,O,state
2011-048,2455825.45,9/20/11,2011,Proton-M/Briz-M,,Garpun No. 1,RU,RU,O,state
2011-064,2455870.04,11/4/11,2011,Proton-M/Briz-M,,Uragan-M No. 743,RU,RU,O,state
2012-012,2456016.74,3/30/12,2012,Proton-K/DM-2,,Oko-1 No. 7128,RU,RU,O,state
2012-044,2456146.31,8/6/12,2012,Proton-M/Briz-M,,Telkom-3,RU,RU,O,state
2012-061,2456234.38,11/2/12,2012,Proton-M/Briz-M,,Luch-5B,RU,RU,O,state
2013-062,2456608.49,11/11/13,2013,Proton-M/Briz-M,,Globus-1M No. 13L,RU,RU,O,state
2013-077,2456652.95,12/26/13,2013,Proton-M/Briz-M,,Ekspress AM-5,RU,RU,O,state
2014-010,2456732.46,3/15/14,2014,Proton-M/Briz-M,,Ekspress AT1/Exp. AT2,RU,RU,O,state
2014-023,2456775.68,4/28/14,2014,Proton-M/Briz-M,,Luch-5V/Kazsat-3,RU,RU,O,state
2014-058,2456928.35,9/27/14,2014,Proton-M/Briz-M,,Olymp-K,RU,RU,O,state
2014-064,2456952.13,10/21/14,2014,Proton-M/Briz-M,,Ekspress AM-6,RU,RU,O,state
2014-085,2457014.75,12/23/14,2014,Angara A5,,,RU,RU,O,state
2015-012,2457100.42,3/18/15,2015,Proton-M/Briz-M,,Ekspress AM-7,RU,RU,O,state
2015-048,2457280.29,9/14/15,2015,Proton-M/DM-3,,Ekspress AM-8,RU,RU,O,state
2015-075,2457369.51,12/13/15,2015,Proton-M/Briz-M,,Garpun No. 12L,RU,RU,O,state
2015-082,2457381.4,12/24/15,2015,Proton-M/Briz-M,,Ekspress-AMU1,RU,RU,O,state
2016-017,2457461.9,3/14/16,2016,Proton-M/Briz-M,,ExoMars TGO/EDM,RU,RU,O,state
2017-046,2457982.42,8/16/17,2017,Proton-M/Briz-M,,Blagovest 11L,RU,RU,O,state
2018-037,2458227.42,4/18/18,2018,Proton-M/Briz-M,,Blagovest 21L,RU,RU,O,state
1999-F03,2451479.18,10/27/99,1999,Proton-K/DM-2,,Ekspress-A No. R 001,RU,RU,F,state
2010-F03,2455535.93,12/5/10,2010,Proton-M/DM-3,,Uragan-M No. 739,RU,RU,F,state
2013-F02,2456475.61,7/2/13,2013,Proton-M/DM-3,,"Glonass-M 48,49,50",RU,RU,F,state
2014-F01,2456793.4,5/15/14,2014,Proton-M/Briz-M,,Ekspress AM-4R,RU,RU,F,state
2001-022,2452059.25,5/29/01,2001,Soyuz-U-PVB,,Kobal't,RU,RU,O,state
2001-023,2452069.13,6/8/01,2001,Kosmos 11K65M,,Parus,RU,RU,O,state
2001-030,2452110.51,7/20/01,2001,Molniya 8K78M,ML,Molniya-3K No. 11?,RU,RU,O,state
2001-032,2452121.83,7/31/01,2001,Tsiklon-3,,AUOS-SM-KF,RU,RU,O,state
2001-050,2452207.98,10/25/01,2001,Molniya 8K78M,ML,Molniya-3 No. 64,RU,RU,O,state
2001-056,2452254.22,12/10/01,2001,Zenit-2,,Meteor-3M 17F45 No. 101,RU,RU,O,state
2001-057,2452264.67,12/21/01,2001,Tsiklon-2,,US-PU,RU,RU,O,state
2001-058,2452271.64,12/28/01,2001,Tsiklon-3,,Strela-3,RU,RU,O,state
2002-008,2452331.23,2/25/02,2002,Soyuz-U-PVB,,Kobal't,RU,RU,O,state
2002-017,2452366.42,4/1/02,2002,Molniya 8K78M,2BL,Oko US-KS,RU,RU,O,state
2002-026,2452423.26,5/28/02,2002,Kosmos 11K65M,,Parus?,RU,RU,O,state
2002-036,2452463.77,7/8/02,2002,Kosmos 11K65M,,Strela-3,RU,RU,O,state
2002-046,2452544.1,9/26/02,2002,Kosmos 11K65M,,Nadezhda-M 17F118M No. 4,RU,RU,O,state
2002-054,2452606.75,11/28/02,2002,Kosmos 11K65M,,DMC Alsat-1,RU,RU,O,state
2002-059,2452633.01,12/24/02,2002,Molniya 8K78M,2BL,Oko US-KS,RU,RU,O,state
2003-011,2452731.58,4/2/03,2003,Molniya 8K78M,2BL,Molniya-1T,RU,RU,O,state
2003-023,2452795.31,6/4/03,2003,Kosmos 11K65M,,Parus?,RU,RU,O,state
2003-029,2452810.33,6/19/03,2003,Molniya 8K78M,2BL,Molniya-3 No. 65?,RU,RU,O,state
2003-035,2452864.1,8/12/03,2003,Soyuz-U-PVB,,Don,RU,RU,O,state
2003-037,2452870.95,8/19/03,2003,Kosmos 11K65M,,Strela-3,RU,RU,O,state
2003-042,2452909.76,9/27/03,2003,Kosmos 11K65M,,Mozhaets 4,RU,RU,O,state
2004-005,2453053.8,2/18/04,2004,Molniya 8K78M,ML,Molniya-1T?,RU,RU,O,state
2004-020,2453153.75,5/28/04,2004,Tsiklon-2,,US-PU,RU,RU,O,state
2004-021,2453166.56,6/10/04,2004,Zenit-2,,Tselina-2,RU,RU,O,state
2004-028,2453209.24,7/22/04,2004,Kosmos 11K65M,,Parus,RU,RU,O,state
2004-037,2453272.13,9/23/04,2004,Kosmos 11K65M,,Strela-3,RU,RU,O,state
2004-038,2453273.2,9/24/04,2004,Soyuz-U-PVB,,Kobal't-M,RU,RU,O,state
2004-052,2453363.97,12/24/04,2004,Tsiklon-3,,Okean-O1 No. 9,RU,RU,O,state
2005-002,2453390.63,1/20/05,2005,Kosmos 11K65M,,Parus?,RU,RU,O,state
2005-032,2453609.27,8/26/05,2005,Rokot,,98M,RU,RU,O,state
2005-034,2453615.91,9/2/05,2005,Soyuz-U-PVB,,Kometa No. 21?,RU,RU,O,state
2005-043,2453670.79,10/27/05,2005,Kosmos 11K65M,,China-DMC,RU,RU,O,state
2005-048,2453726.32,12/21/05,2005,Kosmos 11K65M,,Rodnik,RU,RU,O,state
2006-017,2453859.23,5/3/06,2006,Soyuz-U-PVB,,Kobal't-M,RU,RU,O,state
2006-026,2453911.67,6/25/06,2006,Tsiklon-2,,US-PU/Konus-A,RU,RU,O,state
2006-030,2453937.68,7/21/06,2006,Molniya 8K78M,2BL,Oko US-KS?,RU,RU,O,state
2006-039,2453993.07,9/14/06,2006,Soyuz-U-PVB,,Don,RU,RU,O,state
2006-060,2454089.08,12/19/06,2006,Kosmos 11K65M,,SAR-Lupe 1,RU,RU,O,state
2006-061,2454093.86,12/24/06,2006,Soyuz-2-1A,Fregat,Meridian No. 11L,RU,RU,O,state
2007-022,2454259.25,6/7/07,2007,Soyuz-U-PVB,,Kobal't-M,RU,RU,O,state
2007-029,2454280.92,6/29/07,2007,Zenit-2M,,Tselina-2,RU,RU,O,state
2007-030,2454284.32,7/2/07,2007,Kosmos 11K65M,,SAR-Lupe 2,RU,RU,O,state
2007-038,2454355.05,9/11/07,2007,Kosmos 11K65M,,Parus?,RU,RU,O,state
2007-049,2454396.69,10/23/07,2007,Molniya 8K78M,2BL,Oko US-KS,RU,RU,O,state
2007-053,2454405.54,11/1/07,2007,Kosmos 11K65M,,SAR-Lupe 3,RU,RU,O,state
2008-014,2454553.22,3/27/08,2008,Kosmos 11K65M,,SAR-Lupe 4,RU,RU,O,state
2008-025,2454610.14,5/23/08,2008,Rokot,,Yubileyniy,RU,RU,O,state
2008-031,2454636.78,6/19/08,2008,Kosmos 11K65M,,Orbcomm FM38,RU,RU,O,state
2008-036,2454669.61,7/22/08,2008,Kosmos 11K65M,,SAR-Lupe 5,RU,RU,O,state
2008-037,2454674.27,7/26/08,2008,Soyuz-2-1B,,Persona No. 1,RU,RU,O,state
2008-058,2454785.16,11/14/08,2008,Soyuz-U-PVB,,Kobal't-M,RU,RU,O,state
2008-062,2454802.71,12/2/08,2008,Molniya 8K78M,2BL,Oko US-KS?,RU,RU,O,state
2009-003,2454862.06,1/30/09,2009,Tsiklon-3,,Koronas-Foton,RU,RU,O,state
2009-022,2454951.21,4/29/09,2009,Soyuz-U-PVB,,Kobal't-M,RU,RU,O,state
2009-029,2454973.41,5/21/09,2009,Soyuz-2-1A,Fregat,Meridian No. 12,RU,RU,O,state
2009-036,2455018.56,7/6/09,2009,Rokot,,Strela-3,RU,RU,O,state
2009-039,2455033.67,7/21/09,2009,Kosmos 11K65M,,Parus,RU,RU,O,state
2009-063,2455155.95,11/20/09,2009,Soyuz-U-PVB,,Lotos-S No.  801,RU,RU,O,state
2010-014,2455303.12,4/16/10,2010,Soyuz-U-PVB,,Kobal't-M,RU,RU,O,state
2010-017,2455313.55,4/27/10,2010,Kosmos 11K65M,,Parus?,RU,RU,O,state
2010-043,2455447.65,9/8/10,2010,Rokot,,Gonets-M No. 12,RU,RU,O,state
2010-049,2455470.21,9/30/10,2010,Molniya 8K78M,2BL,Oko US-KS?,RU,RU,O,state
2010-058,2455502.54,11/2/10,2010,Soyuz-2-1A,Fregat,Meridian No. 13L,RU,RU,O,state
2011-005,2455594.08,2/1/11,2011,Rokot,,Musson-2 No. 11,RU,RU,O,state
2011-009,2455618.63,2/26/11,2011,Soyuz-2-1B,Fregat,Uragan-K1 No. 11L,RU,RU,O,state
2011-018,2455686.24,5/4/11,2011,Soyuz-2-1A,Fregat,Meridian No. 14L,RU,RU,O,state
2011-028,2455740.17,6/27/11,2011,Soyuz-U-PVB,,Kobal't-M,RU,RU,O,state
2011-055,2455837.34,10/2/11,2011,Soyuz-2-1B,Fregat,Uragan-M No. 742,RU,RU,O,state
2012-041,2456136.57,7/28/12,2012,Rokot,,Strela-3M,RU,RU,O,state
2013-001,2456308.18,1/15/13,2013,Rokot,,Strela-3M,RU,RU,O,state
2013-048,2456547.47,9/11/13,2013,Rokot,,Gonets-M No. 14/16/17,RU,RU,O,state
2013-076,2456651.52,12/25/13,2013,Rokot,,Rodnik,RU,RU,O,state
2014-028,2456800.73,5/23/14,2014,Rokot,,Rodnik,RU,RU,O,state
2014-036,2456842.03,7/3/14,2014,Rokot,,Gonets-M No.18/19/20,RU,RU,O,state
2015-020,2457113.07,3/31/15,2015,Rokot,,Gonets-M,RU,RU,O,state
2015-050,2457289.42,9/23/15,2015,Rokot,,Rodnik,RU,RU,O,state
2016-034,2457544.08,6/4/16,2016,Rokot,,Musson-2 No. 12,RU,RU,O,state
2005-F01,2453542.53,6/21/05,2005,Molniya 8K78M,ML,Molniya-3K No. 12L,RU,RU,F,state
1995-013,2449798.76,3/22/95,1995,Atlas IIAS,,INTELSAT 705,LMA,US,O,private
1995-019,2449815.49,4/7/95,1995,Atlas IIA,,AMSC 1,LMA,US,O,private
1995-025,2449860.74,5/23/95,1995,Atlas I,,GOES J,LMA,US,O,private
1995-027,2449869.14,5/31/95,1995,Atlas II,,UHF F/O F5-EHF,LMA,US,O,private
1995-038,2449930.48,7/31/95,1995,Atlas IIA,,DSCS III B-7,LMA,US,O,private
1995-043,2449958.54,8/29/95,1995,Atlas IIAS,,JCSAT 3,LMA,US,O,private
1995-057,2450012.83,10/22/95,1995,Atlas II,,UFO F6-EHF,LMA,US,O,private
1995-065,2450053.84,12/2/95,1995,Atlas IIAS,,SOHO,LMA,US,O,private
1995-069,2450066.52,12/15/95,1995,Atlas IIA,,Galaxy 3R,LMA,US,O,private
1996-006,2450114.55,2/1/96,1996,Atlas IIAS,,Palapa C1,LMA,US,O,private
1996-020,2450177.46,4/3/96,1996,Atlas IIA,,INMARSAT III F-1,LMA,US,O,private
1996-027,2450203.69,4/30/96,1996,Atlas I,,SAX,LMA,US,O,private
1996-042,2450290.03,7/25/96,1996,Atlas II,,UFO F7-EHF,LMA,US,O,private
1996-054,2450335.41,9/8/96,1996,Atlas IIA,,GE 1,LMA,US,O,private
1996-067,2450409.37,11/21/96,1996,Atlas IIA,,Eutelsat HB2,LMA,US,O,private
1996-070,2450435.58,12/18/96,1996,Atlas IIA,,INMARSAT III F3,LMA,US,O,private
1997-007,2450496.57,2/17/97,1997,Atlas IIAS,,JCSAT 4,LMA,US,O,private
1997-011,2450515.75,3/8/97,1997,Atlas IIA,,Tempo 2,LMA,US,O,private
1997-019,2450563.74,4/25/97,1997,Atlas I,,GOES K,LMA,US,O,private
1997-036,2450657.55,7/28/97,1997,Atlas IIAS,,Superbird C,LMA,US,O,private
1997-044,2450683.79,8/23/97,1997,LMLV-1,,SSTI/Lewis,LMA,US,O,private
1997-050,2450696,9/4/97,1997,Atlas IIAS,,GE 3,LMA,US,O,private
1997-059,2450727.38,10/5/97,1997,Atlas IIAS,,Echostar 3,LMA,US,O,private
1997-065,2450746.53,10/25/97,1997,Atlas IIA,,DSCS III B-13,LMA,US,O,private
1997-078,2450791.49,12/8/97,1997,Atlas IIAS,,Galaxy 8-i,LMA,US,O,private
1998-001,2450820.6,1/7/98,1998,Athena-2,,LP,LMA,US,O,private
1998-005,2450843.28,1/29/98,1998,Atlas IIA,,QUASAR 12?,LMA,US,O,private
1998-014,2450872.51,2/28/98,1998,Atlas IIAS,,INTELSAT 806,LMA,US,O,private
1998-016,2450889.4,3/16/98,1998,Atlas II,,UFO F8,LMA,US,O,private
1998-037,2450983.45,6/18/98,1998,Atlas IIAS,,INTELSAT 805,LMA,US,O,private
1998-057,2451096.45,10/9/98,1998,Atlas IIA,,Eutelsat HB5,LMA,US,O,private
1998-058,2451106.8,10/20/98,1998,Atlas IIA,,UFO F9,LMA,US,O,private
1999-002,2451205.52,1/27/99,1999,Athena-1,,ROCSAT-1,LMA,US,O,private
1999-006,2451225.57,2/16/99,1999,Atlas IIAS,,JCSAT 6,LMA,US,O,private
1999-018,2451281.45,4/12/99,1999,Atlas IIAS,,Eutelsat W3,LMA,US,O,private
1999-050,2451444.75,9/23/99,1999,Atlas IIAS,,Echostar 5,LMA,US,O,private
1999-051,2451446.26,9/24/99,1999,Athena-2,,Ikonos 2,LMA,US,O,private
1999-063,2451505.67,11/23/99,1999,Atlas IIA,,UFO 10,LMA,US,O,private
1999-068,2451531.29,12/18/99,1999,Atlas IIAS,,EOS AM-1,LMA,US,O,private
2000-001,2451564.54,1/21/00,2000,Atlas IIA,,DSCS III B-8,LMA,US,O,private
2000-007,2451578.48,2/3/00,2000,Atlas IIAS,,Hispasat 1C,LMA,US,O,private
2001-043,2452182.61,9/30/01,2001,Athena-1,,Starshine 3,LMA,US,O,private
1999-F01,2451296.27,4/27/99,1999,Athena-2,,Ikonos 1,LMA,US,F,private
1995-F04,2449945.44,8/15/95,1995,LLV-1,,Vitasat 1,LMSC,US,F,private
1989-013,2447572.27,2/14/89,1989,Delta 6925,,Navstar GPS SVN 14,MDSSC,US,O,private
1989-026,2447610.41,3/24/89,1989,Delta 3920-8,,Delta Star,MDSSC,US,O,private
1989-044,2447688.44,6/10/89,1989,Delta 6925,,Navstar GPS SVN 13,MDSSC,US,O,private
1989-064,2447756.75,8/18/89,1989,Delta 6925,,Navstar GPS SVN 16,MDSSC,US,O,private
1989-067,2447766.46,8/27/89,1989,Delta 4925-8,,BSB R1,MDSSC,US,O,private
1989-085,2447820.9,10/21/89,1989,Delta 6925,,Navstar GPS SVN 19,MDSSC,US,O,private
1989-097,2447872.26,12/11/89,1989,Delta 6925,,Navstar GPS SVN 17,MDSSC,US,O,private
1990-103,2448222.4,11/26/90,1990,Delta 7925,,Navstar GPS SVN 23,MDSSC,US,O,private
1990-008,2447916.45,1/24/90,1990,Delta 6925,,Navstar GPS SVN 18,MDSSC,US,O,private
1990-015,2447937.18,2/14/90,1990,Delta 6920-8,,LACE,MDSSC,US,O,private
1990-025,2447976.61,3/26/90,1990,Delta 6925,,Navstar GPS SVN 20,MDSSC,US,O,private
1990-034,2447995.44,4/13/90,1990,Delta 6925-8,,Palapa B2R,MDSSC,US,O,private
1990-049,2448044.41,6/1/90,1990,Delta 6920-10,,ROSAT,MDSSC,US,O,private
1990-051,2448054.74,6/12/90,1990,Delta 4925-8,,Insat 1D,MDSSC,US,O,private
1990-068,2448105.74,8/2/90,1990,Delta 6925,,Navstar GPS SVN 21,MDSSC,US,O,private
1990-074,2448121.53,8/18/90,1990,Delta 6925,,BSB R2,MDSSC,US,O,private
1990-088,2448166.41,10/1/90,1990,Delta 6925,,Navstar GPS SVN 15,MDSSC,US,O,private
1990-093,2448195.47,10/30/90,1990,Delta 6925,,INMARSAT II F-1,MDSSC,US,O,private
1991-001,2448264.54,1/8/91,1991,Delta 7925,,NATO 4A,MDSSC,US,O,private
1991-018,2448324.46,3/8/91,1991,Delta 6925,,INMARSAT II F-2,MDSSC,US,O,private
1991-028,2448359.51,4/13/91,1991,Delta 7925,,ASC 2,MDSSC,US,O,private
1991-037,2448406.45,5/29/91,1991,Delta 7925,,Satcom C-5,MDSSC,US,O,private
1991-047,2448441.61,7/4/91,1991,Delta 7925,,Navstar GPS SVN 24,MDSSC,US,O,private
1992-009,2448676.44,2/23/92,1992,Delta 7925,,Navstar GPS SVN 25,MDSSC,US,O,private
1992-019,2448722.64,4/10/92,1992,Delta 7925,,Navstar GPS SVN 28,MDSSC,US,O,private
1992-027,2448756.53,5/14/92,1992,Delta 7925,,Palapa B4,MDSSC,US,O,private
1992-031,2448781.19,6/7/92,1992,Delta 6920-10,,EUVE,MDSSC,US,O,private
1992-039,2448810.89,7/7/92,1992,Delta 7925,,Navstar GPS SVN 26,MDSSC,US,O,private
1992-044,2448828.1,7/24/92,1992,Delta 6925,,Geotail,MDSSC,US,O,private
1992-057,2448865.95,8/31/92,1992,Delta 7925,,Satcom C-4,MDSSC,US,O,private
1992-058,2448874.87,9/9/92,1992,Delta 7925,,Navstar GPS SVN 27,MDSSC,US,O,private
1992-066,2448907.91,10/12/92,1992,Delta 7925,,DFS 3,MDSSC,US,O,private
1992-079,2448949.5,11/22/92,1992,Delta 7925,,Navstar GPS SVN 32,MDSSC,US,O,private
1992-089,2448975.43,12/18/92,1992,Delta 7925,,Navstar GPS SVN 29,MDSSC,US,O,private
1993-007,2449021.62,2/3/93,1993,Delta 7925,,Navstar GPS SVN 22,MDSSC,US,O,private
1993-017,2449076.63,3/30/93,1993,Delta 7925,,Navstar GPS SVN 31,MDSSC,US,O,private
1993-032,2449120.5,5/13/93,1993,Delta 7925,,Navstar GPS SVN 37,MDSSC,US,O,private
1993-042,2449165.06,6/26/93,1993,Delta 7925,,Navstar GPS SVN 39,MDSSC,US,O,private
1993-054,2449230.03,8/30/93,1993,Delta 7925,,Navstar GPS SVN 35,MDSSC,US,O,private
1993-068,2449287.21,10/26/93,1993,Delta 7925,,Navstar GPS SVN 34,MDSSC,US,O,private
1993-076,2449329.53,12/8/93,1993,Delta 7925,,NATO 4B,MDSSC,US,O,private
1994-013,2449403.49,2/19/94,1994,Delta 7925-8,,Galaxy 1RR,MDSSC,US,O,private
1994-016,2449421.65,3/10/94,1994,Delta 7925,,Navstar GPS SVN 36,MDSSC,US,O,private
1994-071,2449657.9,11/1/94,1994,Delta 7925-10,,WIND,MDSSC,US,O,private
1995-041,2449934.97,8/5/95,1995,Delta 7925,,Koreasat 1,MDSSC,US,O,private
1995-059,2450026.1,11/4/95,1995,Delta 7920-10,,Radarsat,MDSSC,US,O,private
1995-074,2450082.08,12/30/95,1995,Delta 7920-10,,XTE,MDSSC,US,O,private
1996-003,2450096.97,1/14/96,1996,Delta 7925,,Koreasat 2,MDSSC,US,O,private
1996-008,2450131.36,2/17/96,1996,Delta 7925-8,,NEAR,MDSSC,US,O,private
1996-013,2450137.98,2/24/96,1996,Delta 7925-10,,Polar,MDSSC,US,O,private
1996-019,2450170.51,3/28/96,1996,Delta 7925,,Navstar GPS SVN 33,MDSSC,US,O,private
1996-024,2450198.02,4/24/96,1996,Delta 7920-10,,MSX,MDSSC,US,O,private
1996-033,2450227.55,5/24/96,1996,Delta 7925,,Galaxy 9,MDSSC,US,O,private
1996-041,2450280.53,7/16/96,1996,Delta 7925,,Navstar GPS SVN 40,MDSSC,US,O,private
1996-056,2450338.87,9/12/96,1996,Delta 7925,,Navstar GPS SVN 30,MDSSC,US,O,private
1996-062,2450395.21,11/7/96,1996,Delta 7925,,MGS,MDSSC,US,O,private
1996-068,2450421.79,12/4/96,1996,Delta 7925,,MPF Lander,MDSSC,US,O,private
1997-020,2450574.12,5/5/97,1997,Delta 7920-10C,,Iridium SV008,MDSSC,US,O,private
1997-025,2450589.44,5/20/97,1997,Delta 7925,,Thor 2A,MDSSC,US,O,private
1997-034,2450639.04,7/9/97,1997,Delta 7920-10C,,Iridium SV015,MDSSC,US,O,private
1997-035,2450652.65,7/23/97,1997,Delta 7925,,Navstar GPS SVN 43,MDSSC,US,O,private
1997-F01,2450466.19,1/17/97,1997,Delta 7925,,Navstar GPS SVN 42,MDSSC,US,F,private
2006-037,2453989.69,9/11/06,2006,H-IIA 202,,IGS Optical-2,MHI,J,O,private
2006-059,2454087.77,12/18/06,2006,H-IIA 204,,ETS-8,MHI,J,O,private
2007-005,2454155.7,2/24/07,2007,H-IIA 2024,,IGS Radar-2,MHI,J,O,private
2007-039,2454357.56,9/14/07,2007,H-IIA 2022,,SELENE,MHI,J,O,private
2008-007,2454519.87,2/23/08,2008,H-IIA 2024,1,WINDS,MHI,J,O,private
2009-002,2454854.66,1/23/09,2009,H-IIA 202,1,GOSAT,MHI,J,O,private
2009-066,2455163.56,11/28/09,2009,H-IIA 202,,IGS Optical-3,MHI,J,O,private
2010-020,2455337.42,5/20/10,2010,H-IIA 202,1,K-SAT,MHI,J,O,private
2010-045,2455450.97,9/11/10,2010,H-IIA 202,1,QZSS,MHI,J,O,private
2011-050,2455827.69,9/23/11,2011,H-IIA 202,,IGS Optical-4,MHI,J,O,private
2011-075,2455907.56,12/12/11,2011,H-IIA 202,,IGS Radar-3,MHI,J,O,private
2012-025,2456065.19,5/17/12,2012,H-IIA 202,1,GCOM-W1,MHI,J,O,private
2013-002,2456319.69,1/27/13,2013,H-IIA 202,1,IGS Radar-4,MHI,J,O,private
2013-040,2456508.33,8/3/13,2013,H-IIB,,HTV 4,MHI,J,O,private
2014-009,2456716.28,2/27/14,2014,H-IIA 202,1,GPM-C,MHI,J,O,private
2014-029,2456801.63,5/24/14,2014,H-IIA 202,1,ALOS-2,MHI,J,O,private
2014-060,2456937.72,10/7/14,2014,H-IIA 202,1,Himawari 8,MHI,J,O,private
2014-076,2456994.68,12/3/14,2014,H-IIA 202,1,Hayabusa-2,MHI,J,O,private
2015-004,2457054.56,2/1/15,2015,H-IIA 202,1,IGS Radar-Spare,MHI,J,O,private
2015-015,2457107.56,3/26/15,2015,H-IIA 202,1,IGS Optical-5,MHI,J,O,private
2015-038,2457253.99,8/19/15,2015,H-IIB,,HTV 5,MHI,J,O,private
2015-068,2457350.78,11/24/15,2015,H-IIA 204,2,Telstar 12V,MHI,J,O,private
2016-012,2457435.86,2/17/16,2016,H-IIA 202,1,ASTRO-H,MHI,J,O,private
2016-064,2457694.76,11/2/16,2016,H-IIA 202,1,Himawari 9,MHI,J,O,private
2016-076,2457732.06,12/9/16,2016,H-IIB,,HTV 6,MHI,J,O,private
2017-005,2457777.82,1/24/17,2017,H-IIA 204,2,DSN 2,MHI,J,O,private
2017-015,2457829.56,3/17/17,2017,H-IIA 202,1,IGS R-5,MHI,J,O,private
2017-028,2457905.51,6/1/17,2017,H-IIA 202,1,QZSS 2,MHI,J,O,private
2017-048,2457984.73,8/19/17,2017,H-IIA 204,2,QZSS 3,MHI,J,O,private
2017-062,2458036.42,10/9/17,2017,H-IIA 202,1,QZSS 4,MHI,J,O,private
2017-082,2458110.56,12/23/17,2017,H-IIA 202,1,GCOM-C/SLATGS,MHI,J,O,private
2018-021,2458176.69,2/27/18,2018,H-IIA 202,1,IGS O-6,MHI,J,O,private
2018-052,2458281.68,6/12/18,2018,H-IIA 202,1,IGS R-6,MHI,J,O,private
2018-073,2458384.24,9/22/18,2018,H-IIB,,HTV 7,MHI,J,O,private
1990-001,2447892.5,1/1/90,1990,Commercial Titan 3,,Skynet 4A,MMA,US,O,private
1990-021,2447964.99,3/14/90,1990,Commercial Titan 3,,INTELSAT VI F-3,MMA,US,O,private
1990-056,2448065.97,6/23/90,1990,Commercial Titan 3,,INTELSAT VI F-4,MMA,US,O,private
1992-063,2448891.21,9/25/92,1992,Commercial Titan 3,,Mars Observer,MMA,US,O,private
1994-035,2449528.08,6/24/94,1994,Atlas I,,UFO F3,MMCLS,US,O,private
1994-047,2449568.5,8/3/94,1994,Atlas IIA,,DBS 2,MMCLS,US,O,private
1994-064,2449631.77,10/6/94,1994,Atlas IIAS,,INTELSAT 703,MMCLS,US,O,private
1994-079,2449685.93,11/29/94,1994,Atlas IIA,,Orion 1,MMCLS,US,O,private
1994-089,2449716.92,12/30/94,1994,Atlas E,,NOAA J,MMCLS,US,O,private
1995-001,2449727.76,1/10/95,1995,Atlas IIAS,,INTELSAT 704,MMCLS,US,O,private
1995-003,2449746.56,1/29/95,1995,Atlas II,,UFO F4 EHF,MMCLS,US,O,private
1957 ALP,2436116.31,10/4/57,1957,Sputnik 8K71PS,,PS-1,,SU,O,state
1957 BET,2436145.6,11/3/57,1957,Sputnik 8K71PS,,PS-2,,SU,O,state
1958 DEL,2436338.79,5/15/58,1958,Sputnik 8A91,,D-1 No. 2,,SU,O,state
1959 MU,2436571.2,1/2/59,1959,Vostok-L 8K72,,E-1 No. 4,,SU,O,state
1959 XI,2436823.78,9/12/59,1959,Vostok-L 8K72,,E-1 No. 6,,SU,O,state
1959 THE,2436845.53,10/4/59,1959,Vostok-L 8K72,,E-2A,,SU,O,state
1958-F03,2436320.88,4/27/58,1958,Sputnik 8A91,,D-1 No. 1,,SU,F,state
1958-F15,2436469.82,9/23/58,1958,Vostok-L 8K72,,E-1 No. 1,,SU,F,state
1958-F17,2436488.4,10/11/58,1958,Vostok-L 8K72,,E-1 No. 2,,SU,F,state
1958-F20,2436542.26,12/4/58,1958,Vostok-L 8K72,,E-1 No. 3,,SU,F,state
1959-F06,2436737.84,6/18/59,1959,Vostok-L 8K72,,E-1 No. 5,,SU,F,state
2016-009,2457425.52,2/7/16,2016,Kwangmyongsong,,KMS-4 Unit 1,KP,KP,O,state
