"site_id","survey_id","survey_date","time_start","time_end","observer","wind_speed","wind_dir","air_temp","temp_units","cloud_cover","notes"
"CG-C",1236,"2001-12-31 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","C. Putnam",7,"SE",50,"F",40,"25% obstructed view all around."
"WT-100",1237,"2001-12-31 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","C. Putnam",4,"E",55,"F",40,"25% obstructed view all around.  Some cars driving by.  Men working in yard."
"WT-200",1238,"2001-12-31 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","C. Putnam",4,"SE",55,"F",50,"50% obstructed view W, 25% E."
"WT-400",1239,"2001-12-31 00:00:00","1899-12-30 11:45:00","1899-12-30 00:00:00","C. Putnam",4,"E",55,"F",40,"50% obstructed view W, 25% E, NE, SE."
"WT-800",1240,"2001-12-31 00:00:00","1899-12-30 11:20:00","1899-12-30 11:35:00","C. Putnam",4,"E",55,"F",40,"50% obstructed view E, W, 25% N, S.  Low flying helicopter.  A little traffic."
"WT-C",1241,"2001-12-31 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","C. Putnam",4,"E",55,"F",40,"25% obstructed view NW, S, SW, SE."
"WR-100",1242,"2001-12-13 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","B. Rambo",5,"E",40,"F",10,"Traffic noise."
"WR-200",1243,"2001-12-13 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","B. Rambo",5,"E",40,"F",10,"Traffic noise."
"WR-400",1244,"2001-12-13 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","B. Rambo",5,"E",40,"F",10,"Traffic noise."
"WR-800",1245,"2001-12-13 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","B. Rambo",5,"E",40,"F",10,"Traffic noise."
"WR-C",1246,"2001-12-13 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","B. Rambo",5,"E",40,"F",10,""
"NU-E",874,"2001-09-29 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",5,"",80,"F",10,""
"NU-S",875,"2001-09-29 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","D. Stuart",10,"",80,"F",10,"Traffic.  Neighbors.  Domestic fowls."
"NU-W",876,"2001-09-29 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","D. Stuart",5,"",80,"F",10,"Traffic and neighborhood children."
"NU-C",877,"2001-09-16 00:00:00","1899-12-30 09:40:00","1899-12-30 09:55:00","D. Stuart",10,"",80,"F",40,"Pedestrians."
"CA-200",1248,"2001-12-12 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",5,"E",40,"F",100,"Traffic noise."
"CA-800",1250,"2001-12-12 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","B. Rambo",5,"E",45,"F",100,"Traffic noise."
"AT-100",1252,"2001-12-19 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","B. Rambo",0,"",39,"F",5,""
"AT-400",1254,"2001-12-19 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",0,"",37,"F",5,""
"AT-C",1256,"2001-12-19 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","B. Rambo",0,"",39,"F",5,""
"CG-200",1258,"2001-12-20 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",5,"E",40,"F",10,""
"CG-800",1260,"2001-12-20 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","B. Rambo",5,"E",42,"F",10,""
"WT-100",1262,"2001-12-21 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","B. Rambo",5,"E",40,"F",10,"NW view blocked."
"WT-400",1264,"2001-12-21 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",5,"E",40,"F",10,""
"WT-C",1266,"2001-12-21 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","B. Rambo",5,"E",43,"F",10,""
"CH-100",1282,"2002-03-03 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","S. Lerman",0,"",50,"F",0,"20% obstructed view.  Flyover:  1 MODO W Dir., 3 Ducks N Dir. In distance."
"CH-400",1284,"2002-03-03 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","S. Lerman",0,"",55,"F",0,"20% obstructed view."
"CH-C",1286,"2002-03-03 00:00:00","1899-12-30 07:15:00","1899-12-30 07:30:00","S. Lerman",0,"",47,"F",0,"5% obstructed view.  Flyover:  2 MODOs S Dir."
"SO-200",1288,"2002-03-03 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","S. Lerman",0,"",64,"F",0,"10% obstructed view.  Flyover:  2 HOSPs W Dir."
"SO-800",1290,"2002-03-03 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","S. Lerman",5,"E",61,"F",0,"20% obstructed view."
"AT-100",1292,"2002-03-04 00:00:00","1899-12-30 09:20:00","1899-12-30 09:35:00","S. Lerman",0,"",68,"F",0,"15% obstructed view.  Children in playground."
"CA-800",1660,"2002-06-18 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",10,"",95,"F",0,"W, NW views blocked.  Noisy traffic.  Estimate total NOMO count at least 5.  After count, 2 NOCAs, male and female."
"CA-C",1661,"2002-06-18 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","D. Stuart",5,"",80,"F",0,"Park worker cleaning up trash."
"CH-100",1662,"2002-06-19 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","D. Stuart",5,"",80,"F",0,""
"CH-200",1663,"2002-06-19 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",10,"",90,"F",0,"W view partly blocked.  Truck delivery."
"CH-400",1664,"2002-06-19 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","D. Stuart",5,"",85,"F",0,"Some traffic.  Out of order due to obstruction at 200."
"CH-800",1665,"2002-06-19 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","D. Stuart",10,"",85,"F",0,"Extreme traffic noise.  Yard worker noise.  Out of order due to obstruction at 200."
"CG-200",1668,"2002-06-24 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","D. Stuart",0,"",90,"F",10,"NW view blocked."
"CG-400",1669,"2002-06-24 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","D. Stuart",5,"",90,"F",10,"SW, S, SE views blocked."
"CG-800",1670,"2002-06-24 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","D. Stuart",5,"",90,"F",10,"NW, N, NE views blocked."
"CG-C",1671,"2002-06-24 00:00:00","1899-12-30 07:15:00","1899-12-30 07:30:00","D. Stuart",0,"",85,"F",10,"Sprinklers.  Play yard fenced and heavy equipment parked near by."
"WT-100",1672,"2002-07-01 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","D. Stuart",5,"",85,"F",80,"NW view blocked.  Traffic.  Yapping dogs."
"WT-200",1673,"2002-07-01 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","D. Stuart",5,"",85,"F",80,"NW, N, NE views partly blocked.  Fire truck with sirens."
"WT-400",1674,"2002-07-01 00:00:00","1899-12-30 08:05:00","1899-12-30 08:20:00","D. Stuart",10,"",85,"F",80,"SW, W, NW views partly blocked.  Traffic noise."
"WT-800",1675,"2002-07-01 00:00:00","1899-12-30 08:30:00","1899-12-30 08:45:00","D. Stuart",10,"",90,"F",80,"NW view blocked.  Garbage pick-up."
"WT-C",1676,"2002-06-24 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",0,"",95,"F",20,""
"WS-200",1678,"2002-06-12 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","D. Stuart",5,"",85,"F",0,"N, NE, E views blocked.  Some traffic.  Trash truck.  Pedestrians."
"WS-800",1680,"2002-06-12 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","D. Stuart",5,"",95,"F",0,"SE, S, SW views blocked.  Some traffic."
"SO-200",1683,"2002-06-02 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",3,"E",90,"F",0,"Traffic.  Goats, horses."
"SO-800",1685,"2002-06-02 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","B. Rambo",0,"",92,"F",5,"Traffic.  Barking dogs."
"CH-100",1687,"2002-06-02 00:00:00","1899-12-30 05:25:00","1899-12-30 05:40:00","B. Rambo",0,"",78,"F",0,""
"CH-400",1689,"2002-06-02 00:00:00","1899-12-30 06:15:00","1899-12-30 06:30:00","B. Rambo",3,"E",80,"F",0,"Barking dog."
"CH-C",1691,"2002-06-02 00:00:00","1899-12-30 07:05:00","1899-12-30 07:20:00","B. Rambo",5,"E",82,"F",0,""
"HY-200",1693,"2002-06-20 00:00:00","1899-12-30 06:15:00","1899-12-30 06:30:00","B. Rambo",,"",80,"F",,"Traffic noise."
"HY-800",1695,"2002-06-20 00:00:00","1899-12-30 07:05:00","1899-12-30 07:20:00","B. Rambo",,"",80,"F",0,"Traffic noise."
"OR-200",1698,"2002-06-17 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",80,"F",0,""
"OR-800",1700,"2002-06-17 00:00:00","1899-12-30 05:30:00","1899-12-30 05:45:00","B. Rambo",,"",78,"F",0,""
"CG-200",1703,"2002-06-10 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","B. Rambo",,"",80,"F",,"Traffic.  Barking dogs."
"CG-800",1705,"2002-06-10 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",,"",83,"F",,""
"EA-200",1713,"2002-06-24 00:00:00","1899-12-30 05:50:00","1899-12-30 06:05:00","B. Rambo",,"",78,"F",20,""
"EA-800",1715,"2002-06-24 00:00:00","1899-12-30 06:40:00","1899-12-30 06:55:00","B. Rambo",,"",80,"F",20,""
"ED-100",1717,"2002-06-26 00:00:00","1899-12-30 05:35:00","1899-12-30 05:50:00","B. Rambo",5,"",77,"F",50,"Traffic noise."
"ED-400",1719,"2002-06-26 00:00:00","1899-12-30 06:25:00","1899-12-30 06:40:00","B. Rambo",,"",80,"F",50,""
"ED-C",1721,"2002-06-26 00:00:00","1899-12-30 07:15:00","1899-12-30 07:30:00","B. Rambo",,"",82,"F",50,""
"HR-200",1723,"2002-06-27 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",80,"F",50,"Pedestrians.  Dogs."
"HR-800",1725,"2002-06-27 00:00:00","1899-12-30 05:30:00","1899-12-30 05:45:00","B. Rambo",5,"NE",78,"F",50,"Pedestrians.  Dogs."
"WS-200",1728,"2002-06-29 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",82,"F",20,""
"WS-800",1730,"2002-06-29 00:00:00","1899-12-30 05:30:00","1899-12-30 05:45:00","B. Rambo",,"",77,"F",,""
"NU-100",1732,"2002-06-19 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",80,"F",0,""
"NU-400",1734,"2002-06-19 00:00:00","1899-12-30 05:30:00","1899-12-30 05:45:00","B. Rambo",,"",77,"F",0,""
"NU-C",1736,"2002-06-19 00:00:00","1899-12-30 06:20:00","1899-12-30 06:35:00","B. Rambo",3,"E",80,"F",0,""
"LI-200",1738,"2002-06-18 00:00:00","1899-12-30 06:00:00","1899-12-30 06:15:00","B. Rambo",,"",77,"F",0,""
"LI-800",1740,"2002-06-18 00:00:00","1899-12-30 06:50:00","1899-12-30 07:05:00","B. Rambo",,"",80,"F",0,""
"AT-100",1742,"2002-07-01 00:00:00","1899-12-30 06:10:00","1899-12-30 06:25:00","B. Rambo",,"",80,"F",60,"Date change."
"AT-400",1745,"2002-06-03 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",5,"E",95,"F",0,""
"CA-100",1747,"2002-06-03 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",,"",90,"F",0,""
"CA-400",1749,"2002-06-03 00:00:00","1899-12-30 06:10:00","1899-12-30 06:25:00","B. Rambo",,"",85,"F",10,"Yard workers."
"CA-C",1751,"2002-06-03 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","B. Rambo",,"",90,"F",0,"Cottontail Rabbit."
"PA-200",1753,"2002-06-11 00:00:00","1899-12-30 06:15:00","1899-12-30 06:30:00","B. Rambo",,"",78,"F",,"Construction noise.  Pedestrians."
"PA-800",1755,"2002-06-11 00:00:00","1899-12-30 07:05:00","1899-12-30 07:20:00","B. Rambo",3,"E",78,"F",,"Traffic, roosters, pedestrians."
"WR-100",1757,"2002-06-11 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","B. Rambo",5,"NE",85,"F",0,"Traffic.  Noisy children.  Barking dogs."
"WR-400",1759,"2002-06-11 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","B. Rambo",5,"E",80,"F",,"Street cleaner, garbage pick-up, traffic."
"WR-C",1761,"2002-06-11 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","B. Rambo",3,"E",85,"F",,"Noisy people."
"CA-200",1763,"2002-09-01 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","D. Stuart",5,"",95,"F",40,"Sunday traffic.  Pedestrians."
"CA-800",1765,"2002-09-01 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","D. Stuart",5,"",100,"F",30,"Traffic noise.  Pedestrian."
"CA-C",1766,"2002-09-01 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","D. Stuart",5,"",90,"F",40,"Noisy kids."
"ED-200",1768,"2002-09-10 00:00:00","1899-12-30 08:18:00","1899-12-30 08:33:00","Josh Burns",5,"",80,"F",50,"Single-storey apt. courtyard.  Church opposite 20% obstructed view.  Traffic noise from freeway to E. Loud lawn mowing."
"ED-800",1770,"2002-09-10 00:00:00","1899-12-30 07:01:00","1899-12-30 07:16:00","Josh Burns",5,"",75,"F",20,"Low rise all around.  Vacant lot at SW corner.  Freeway berm E, traffic noise."
"HR-100",1772,"2002-09-12 00:00:00","1899-12-30 07:47:00","1899-12-30 08:02:00","Josh Burns",5,"",81,"F",0,"Houses S and N, heavy traffic on Buckeye Rd., 20% obstructed view, a/c landings 6."
"HR-400",1774,"2002-09-12 00:00:00","1899-12-30 06:31:00","1899-12-30 06:46:00","Josh Burns",5,"",71,"F",0,"Houses 20% obstructed view E and W, 8 aircraft landings noise, shrub row to NE, dogs.  2 WTSWs FO to W."
"HR-C",1776,"2002-09-12 00:00:00","1899-12-30 07:23:00","1899-12-30 07:38:00","Josh Burns",5,"",79,"F",0,"Buildings near 20% obstructed view, homeless, 3 a/c landings."
"WS-200",1778,"2002-09-12 00:00:00","1899-12-30 08:33:00","1899-12-30 08:48:00","Josh Burns",5,"",81,"F",5,"NE blocked by house, trees, S obstructed 25%."
"WS-800",1780,"2002-09-13 00:00:00","1899-12-30 07:04:00","1899-12-30 07:19:00","Josh Burns",5,"",71,"F",0,"Houses all around 10% obstructed view, low sun to E."
"CA-100",1782,"2002-09-17 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","Josh Burns",5,"",80,"F",0,"Walls obstruct view, some fast traffic, area is isolated."
"CA-400",1784,"2002-09-17 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","Josh Burns",5,"SE",85,"F",0,"Walls along 44th St."
"CA-C",1786,"2002-09-17 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","Josh Burns",10,"SE",88,"F",0,"Houses all around, no power lines."
"WR-200",1788,"2002-09-17 00:00:00","1900-01-01 06:16:00","1900-01-01 06:31:00","Josh Burns",5,"",71,"F",0,"Horizon obstructed 40% to S."
"WR-800",1790,"2002-09-17 00:00:00","1900-01-01 07:01:00","1900-01-01 07:16:00","Josh Burns",5,"",74,"F",5,"Typical obstructions, some traffic, sun to E."
"EA-200",1793,"2002-09-09 00:00:00","1899-12-30 06:29:00","1899-12-30 06:45:00","Josh Burns",0,"",75,"F",100,"Houses all around, vacant lots NE and SE corners, industrial buildings S."
"EA-800",1795,"2002-09-10 00:00:00","1899-12-30 06:08:00","1899-12-30 06:23:00","Josh Burns",5,"",72,"F",20,"Freeway berm to E, 25% obstruction.  Houses S, N, W. Odd expansion joint noise, very noisy traffic, drums.  4 MODOs FT seen with O Dir."
"LI-100",1797,"2002-09-06 00:00:00","1899-12-30 07:24:00","1899-12-30 07:40:00","Josh Burns",5,"",86,"F",40,"Vacant to N, church to SW, houses NE--S, park NW, small marshy area NW 50m.  1 MODO FT seen O Dir."
"LI-400",1799,"2002-09-06 00:00:00","1899-12-30 06:07:00","1899-12-30 06:22:00","Josh Burns",0,"",82,"F",50,"Houses S/N sides Roeser, E/W 20th Ave.  Church NE.  160+ RWBLs FO to W."
"LI-C",1801,"2002-09-06 00:00:00","1899-12-30 06:50:00","1899-12-30 07:13:00","Josh Burns",0,"",86,"F",50,"Houses E/S 100m, Ag W 100m, ind N 100m.  Mixed Blackbird flock of between 500 and 1000 birds grazing."
"PA-200",1803,"2002-09-16 00:00:00","1899-12-30 07:28:00","1899-12-30 07:43:00","Josh Burns",10,"",81,"F",0,"Vacant lot to NE."
"PA-800",1805,"2002-09-16 00:00:00","1899-12-30 06:16:00","1899-12-30 06:31:00","Josh Burns",5,"",73,"F",0,"Noisy street, barking dogs, street cleaner 100m S.  Chickens."
"OR-100",1807,"2002-09-05 00:00:00","1899-12-30 07:46:00","1899-12-30 08:01:00","Josh Burns",5,"",85,"F",80,"School crossing, much traffic at stop sign.  Chickens."
"LI-E",499,"2001-03-29 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","D. Stuart",5,"",65,"F",20,"loose dog trotting through field"
"LI-C",500,"2001-03-29 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","D. Stuart",5,"",65,"F",20,"park being mowed right next to me."
"LI-N",501,"2001-03-29 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","D. Stuart",10,"",70,"F",20,"water running in ditches.  Truck drove by on dirt road during survey."
"LI-W",502,"2001-03-29 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","D. Stuart",10,"",70,"F",30,"field to north is fallow.  Field to south has 2' high alfalfa.  Plow operating in SW.  No birds in dirt field to north."
"LI-S",503,"2001-03-29 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","D. Stuart",10,"",75,"F",30,"tractor digging up vacant lot next to corner house."
"OR-C",504,"2001-03-26 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","D. Stuart",5,"",65,"F",20,""
"OR-W",505,"2001-03-26 00:00:00","1899-12-30 08:05:00","1899-12-30 08:20:00","D. Stuart",5,"",65,"F",20,"homeowner sitting in car at curb to east idling car.  Cat flushing birds to west"
"CH-W",425,"2001-04-02 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","D. Stuart",5,"",70,"F",30,"SE, S, SW views blocked by houses."
"OR-E",426,"2001-03-16 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","J. Lemmer",0,"",54,"F",90,""
"OR-W",427,"2001-03-16 00:00:00","1899-12-30 08:02:00","1899-12-30 08:17:00","J. Lemmer",0,"",,"F",70,""
"CH-C",427,"2001-04-02 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","D. Stuart",10,"",70,"F",30,"Traffic on Cholla."
"EA-S",428,"2001-03-20 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","J. Lemmer",5,"E",72,"F",0,"Many plans flying overhead."
"EA-E",429,"2001-03-20 00:00:00","1899-12-30 09:59:00","1899-12-30 19:14:00","J. Lemmer",18,"",75,"F",0,"Very strong winds!"
"CH-S",430,"2001-04-02 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",20,"",70,"F",40,""
"EA-N",431,"2001-03-20 00:00:00","1899-12-30 09:37:00","1899-12-30 09:52:00","J. Lemmer",12,"E",75,"F",0,"Heavy traffic."
"EA-C",432,"2001-03-20 00:00:00","1899-12-30 08:55:00","1899-12-30 09:10:00","J. Lemmer",5,"E",68,"F",0,""
"CH-E",433,"2001-04-02 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","D. Stuart",20,"",70,"F",30,""
"EA-W",434,"2001-03-20 00:00:00","1899-12-30 09:17:00","1899-12-30 09:32:00","J. Lemmer",10,"E",73,"F",0,""
"CH-N",435,"2001-04-02 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","D. Stuart",20,"",75,"F",30,"NW view blocked by house."
"EA-W",436,"2001-04-12 00:00:00","1899-12-30 06:10:00","1899-12-30 06:25:00","D. Stuart",10,"",50,"F",80,"lots of activity in shutter plant and on street.  Trucks loading stuff. Noise from Jefferson St."
"EA-C",437,"2001-04-12 00:00:00","1899-12-30 06:35:00","1899-12-30 06:50:00","D. Stuart",10,"",50,"F",80,"Lots of traffic noise.  People sitting in park and walking in park."
"EA-S",438,"2001-04-12 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","D. Stuart",10,"",50,"F",80,"View to E and SE blocked by building.  Locomotive and cars moving slowly on track next to me.  Aircraft flying quite low en route to Sky Harbor during survey."
"EA-E",439,"2001-04-12 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","D. Stuart",10,"",55,"F",70,"guy sitting on curb at corner (drunk?).  Noise from 16th St. Flyover traffic."
"EA-N",440,"2001-04-05 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","D. Stuart",10,"",60,"F",70,"views to SW and SE blocked by building.  Incredible traffic noise from Washington and several vehicles pulling into parking lot next to point."
"ED-E",441,"2001-03-20 00:00:00","1899-12-30 08:22:00","1899-12-30 08:32:00","J. Lemmer",0,"",65,"F",0,""
"ED-N",442,"2001-03-20 00:00:00","1899-12-30 07:25:00","1899-12-30 07:42:00","J. Lemmer",0,"",60,"F",0,""
"ED-S",443,"2001-03-20 00:00:00","1899-12-30 07:57:00","1899-12-30 08:12:00","J. Lemmer",0,"",62,"F",0,"Kids everywhere! Waiting for bus by Fire hydrant and in plot."
"ED-C",444,"2001-03-20 00:00:00","1899-12-30 07:02:00","1899-12-30 07:20:00","J. Lemmer",0,"",58,"F",0,"Park truck drove through the plot 5min. Talked to worker for three."
"ED-W",445,"2001-03-20 00:00:00","1899-12-30 06:42:00","1899-12-30 06:57:00","J. Lemmer",0,"",55,"F",0,""
"ED-N",447,"2001-04-12 00:00:00","1899-12-30 08:30:00","1899-12-30 08:45:00","D. Stuart",15,"",55,"F",60,"lots of traffic noise from Roosevelt St., not many birds"
"ED-S",449,"2001-04-14 00:00:00","1899-12-30 06:35:00","1899-12-30 06:50:00","D. Stuart",10,"",50,"F",0,"street busy w/kids and cars coming and going.  Dump truck."
"HR-W",451,"2001-04-05 00:00:00","1899-12-30 06:05:00","1899-12-30 06:15:00","D. Stuart",10,"",55,"F",60,"a lot of cars and people coming and going from hospital parking lot"
"HR-N",453,"2001-04-05 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","D. Stuart",10,"",55,"F",60,"a lot of noise from morning traffic on Buckeye.  Bus stopped and idled near observer."
"HR-S",455,"2001-04-05 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","D. Stuart",10,"",60,"F",70,"lots of people leaving houses in cars.  Construction crew in vacant lot to east. Man walking dog.  Cat stalking in yard next to observer."
"HY-S",457,"2001-04-09 00:00:00","1899-12-30 06:35:00","1899-12-30 06:50:00","D. Stuart",5,"",50,"F",0,"many domestic chickens, geese, and ducks seen and heard."
"HY-E",459,"2001-04-09 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","D. Stuart",5,"",50,"F",0,"lots of noise from plant."
"LO-S",461,"2001-04-14 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","D. Stuart",10,"",55,"F",0,"lots of noise from traffic along 28th street, parking lot and Indian School Rd."
"LO-W",463,"2001-04-14 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",10,"",55,"F",0,""
"OR-S",506,"2001-03-26 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",5,"",65,"F",20,"view to NE blocked by house."
"PA-E",509,"2001-03-04 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","D. Stuart",5,"",60,"F",70,"Business (A to Z rents) is open and busy.  Many people out and about in apartment buildings both sides of the street. Man in bobcat loader 10' away - noisy."
"PA-N",511,"2001-03-11 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","D. Stuart",10,"",45,"F",100,"houses being built on site.  Fence up around construction."
